Date Time,Open,High,Low,Close,Volume,,,
2013-08-13 15:30:00,5607,5717,5589.15,5711.35,6457675,,,
2013-08-14 15:30:00,5719.9,5759,5698.45,5748.3,6372375,,,
2013-08-16 15:30:00,5716.6,5725,5493.35,5505,12991600,,,
2013-08-19 15:30:00,5500,5500,5367.05,5416.75,12181075,,,
2013-08-20 15:30:00,5404.9,5419.9,5200,5398.25,11275825,,,
2013-08-21 15:30:00,5492,5498.7,5257.6,5291.6,13348925,,,
2013-08-22 15:30:00,5260,5425,5250,5414.3,11657225,,,
2013-08-23 15:30:00,5420,5467.95,5370.3,5460.7,9417825,,,
2013-08-26 15:30:00,5482.5,5526.75,5442.4,5467.1,9108575,,,
2013-08-27 15:30:00,5409.9,5424.8,5256.9,5284.8,12301600,,,
2013-08-28 15:30:00,5218.7,5318.7,5108.25,5288.95,15045100,,,
2013-08-29 15:30:00,5328,5427,5298.3,5416.75,11945500,,,
2013-08-30 15:30:00,5400,5482.75,5356,5456.75,11934750,,,
2013-09-02 15:30:00,5464.1,5568,5458.25,5554.6,7767250,,,
2013-09-03 15:30:00,5555,5572,5323.2,5344.55,13047775,,,
2013-09-04 15:30:00,5338,5475,5318.75,5458.05,13055825,,,
2013-09-05 15:30:00,5551.6,5640.05,5545,5607.15,9882675,,,
2013-09-06 15:30:00,5621,5706.9,5581.75,5697.8,9019875,,,
2013-09-10 15:30:00,5772.25,5916.35,5771.15,5907.15,13080975,,,
2013-09-11 15:30:00,5889,5954.7,5851.35,5939.65,8985775,,,
2013-09-12 15:30:00,5954,5955,5825,5860.45,7532400,,,
2013-09-13 15:30:00,5835.5,5908.75,5822.2,5875.9,7472525,,,
2013-09-16 15:30:00,5976,6029,5814.2,5862.25,9184125,,,
2013-09-17 15:30:00,5850,5888.15,5821,5880.5,5750425,,,
2013-09-18 15:30:00,5890,5945.8,5865.1,5931.45,5327525,,,
2013-09-19 15:30:00,6077.7,6174.8,6072,6145.75,9941700,,,
2013-09-20 15:30:00,6130,6154.55,5950.2,6037.5,12545100,,,
2013-09-23 15:30:00,5983.8,6011.15,5887.85,5914.4,8636000,,,
2013-09-24 15:30:00,5899.9,5962.75,5875.4,5914.35,9276200,,,
2013-09-25 15:30:00,5920,5923.9,5820.95,5889,9018750,,,
2013-09-26 15:30:00,5893.9,5923.8,5867.2,5883.85,8157450,,,
2013-09-27 15:30:00,5951.25,5959.65,5875,5888.15,5948975,,,
2013-09-30 15:30:00,5846,5854.85,5774,5791.45,6971150,,,
